Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2015,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,050,000"
SURVEY,2015,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,920,000"
SURVEY,2015,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,310,000"
SURVEY,2015,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"390,000"
SURVEY,2015,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"380,000"
SURVEY,2015,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,070,000"
SURVEY,2015,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,600,000"
SURVEY,2015,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"490,000"
SURVEY,2015,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,080,000"
SURVEY,2015,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"50,000"
SURVEY,2015,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,150,000"
SURVEY,2015,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,000"
SURVEY,2015,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"40,000"
SURVEY,2015,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"590,000"
SURVEY,2015,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"730,000"
SURVEY,2015,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,560,000"
SURVEY,2015,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,260,000"
SURVEY,2015,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"280,000"
SURVEY,2015,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"30,000"
SURVEY,2015,YEAR,STATE,OTHER STATES,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,0
SURVEY,2015,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"940,000"
SURVEY,2015,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"260,000"
SURVEY,2015,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,030,000"
SURVEY,2015,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"730,000"
SURVEY,2015,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,970,000"
SURVEY,2015,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"17,000"
SURVEY,2015,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"300,000"
SURVEY,2015,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"75,000"
SURVEY,2015,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"35,000"
SURVEY,2015,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,000,000"
SURVEY,2015,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"59,000"
SURVEY,2014,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"285,000"
SURVEY,2014,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"28,000"
SURVEY,2014,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"530,000"
SURVEY,2014,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"95,000"
SURVEY,2014,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,010,000"
SURVEY,2014,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"168,000"
SURVEY,2014,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"40,000"
SURVEY,2014,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2014,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"80,000"
SURVEY,2014,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"11,750,000"
SURVEY,2014,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,770,000"
SURVEY,2014,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,300,000"
SURVEY,2014,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,800,000"
SURVEY,2014,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,430,000"
SURVEY,2014,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"390,000"
SURVEY,2014,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"430,000"
SURVEY,2014,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,210,000"
SURVEY,2014,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,550,000"
SURVEY,2014,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"485,000"
SURVEY,2014,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,380,000"
SURVEY,2014,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"75,000"
SURVEY,2014,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,950,000"
SURVEY,2014,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"79,000"
SURVEY,2014,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"48,000"
SURVEY,2014,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"680,000"
SURVEY,2014,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"780,000"
SURVEY,2014,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,530,000"
SURVEY,2014,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,480,000"
SURVEY,2014,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"290,000"
SURVEY,2014,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"39,000"
SURVEY,2014,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,030,000"
SURVEY,2014,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"280,000"
SURVEY,2014,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,320,000"
SURVEY,2014,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"840,000"
SURVEY,2014,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,990,000"
SURVEY,2014,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"28,000"
SURVEY,2014,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"350,000"
SURVEY,2014,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"110,000"
SURVEY,2014,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"36,000"
SURVEY,2014,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,110,000"
SURVEY,2014,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"60,000"
SURVEY,2013,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"295,000"
SURVEY,2013,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"51,000"
SURVEY,2013,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"870,000"
SURVEY,2013,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"180,000"
SURVEY,2013,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"980,000"
SURVEY,2013,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"174,000"
SURVEY,2013,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"78,000"
SURVEY,2013,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"465,000"
SURVEY,2013,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"115,000"
SURVEY,2013,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"11,800,000"
SURVEY,2013,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,830,000"
SURVEY,2013,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,050,000"
SURVEY,2013,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,000,000"
SURVEY,2013,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,430,000"
SURVEY,2013,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"670,000"
SURVEY,2013,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"420,000"
SURVEY,2013,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,230,000"
SURVEY,2013,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,140,000"
SURVEY,2013,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"830,000"
SURVEY,2013,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,200,000"
SURVEY,2013,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"75,000"
SURVEY,2013,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,550,000"
SURVEY,2013,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"80,000"
SURVEY,2013,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"38,000"
SURVEY,2013,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"690,000"
SURVEY,2013,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"860,000"
SURVEY,2013,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,600,000"
SURVEY,2013,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,740,000"
SURVEY,2013,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2013,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"36,000"
SURVEY,2013,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,090,000"
SURVEY,2013,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"335,000"
SURVEY,2013,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,860,000"
SURVEY,2013,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"810,000"
SURVEY,2013,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,950,000"
SURVEY,2013,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"31,000"
SURVEY,2013,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"360,000"
SURVEY,2013,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"105,000"
SURVEY,2013,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"36,000"
SURVEY,2013,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,030,000"
SURVEY,2013,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"67,000"
SURVEY,2012,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"295,000"
SURVEY,2012,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"32,000"
SURVEY,2012,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"695,000"
SURVEY,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"180,000"
SURVEY,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,010,000"
SURVEY,2012,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"178,000"
SURVEY,2012,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"40,000"
SURVEY,2012,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2012,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"135,000"
SURVEY,2012,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"12,250,000"
SURVEY,2012,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,030,000"
SURVEY,2012,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,700,000"
SURVEY,2012,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,950,000"
SURVEY,2012,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,530,000"
SURVEY,2012,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"530,000"
SURVEY,2012,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"435,000"
SURVEY,2012,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,380,000"
SURVEY,2012,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,330,000"
SURVEY,2012,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"795,000"
SURVEY,2012,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,300,000"
SURVEY,2012,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"60,000"
SURVEY,2012,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,100,000"
SURVEY,2012,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"86,000"
SURVEY,2012,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"43,000"
SURVEY,2012,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"680,000"
SURVEY,2012,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"820,000"
SURVEY,2012,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,460,000"
SURVEY,2012,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,650,000"
SURVEY,2012,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"295,000"
SURVEY,2012,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"52,000"
SURVEY,2012,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,000,000"
SURVEY,2012,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,300,000"
SURVEY,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"960,000"
SURVEY,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,550,000"
SURVEY,2012,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"34,000"
SURVEY,2012,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"350,000"
SURVEY,2012,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"115,000"
SURVEY,2012,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"35,000"
SURVEY,2012,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,300,000"
SURVEY,2012,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"60,000"
SURVEY,2011,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"250,000"
SURVEY,2011,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"35,000"
SURVEY,2011,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"520,000"
SURVEY,2011,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"150,000"
SURVEY,2011,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,300,000"
SURVEY,2011,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"182,000"
SURVEY,2011,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"33,000"
SURVEY,2011,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"270,000"
SURVEY,2011,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,000"
SURVEY,2011,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"12,350,000"
SURVEY,2011,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,750,000"
SURVEY,2011,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,700,000"
SURVEY,2011,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,200,000"
SURVEY,2011,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,300,000"
SURVEY,2011,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"570,000"
SURVEY,2011,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"420,000"
SURVEY,2011,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,190,000"
SURVEY,2011,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,700,000"
SURVEY,2011,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"730,000"
SURVEY,2011,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,050,000"
SURVEY,2011,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"36,000"
SURVEY,2011,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,600,000"
SURVEY,2011,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"81,000"
SURVEY,2011,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"45,000"
SURVEY,2011,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"620,000"
